epoch,target_epochs,seconds,categorical_accuracy,loss,val_categorical_accuracy,val_loss
421.0,3000.0,109.0,0.7834,0.5613,0.7847,0.5651
422.0,3000.0,108.0,0.7828,0.5624,0.7858,0.553
423.0,3000.0,109.0,0.7831,0.5623,0.7815,0.5733
424.0,3000.0,109.0,0.7848,0.557,0.7833,0.5659
425.0,3000.0,109.0,0.7803,0.5704,0.7731,0.5874
426.0,3000.0,108.0,0.7837,0.5594,0.785,0.5604
427.0,3000.0,109.0,0.7841,0.5592,0.7806,0.565
428.0,3000.0,108.0,0.7813,0.5678,0.7817,0.5726
429.0,3000.0,108.0,0.783,0.5623,0.7771,0.5862
430.0,3000.0,108.0,0.78,0.571,0.7595,0.6239
431.0,3000.0,109.0,0.7835,0.5611,0.787,0.5538
432.0,3000.0,108.0,0.7845,0.5578,0.7829,0.56
433.0,3000.0,111.0,0.7842,0.5587,0.7752,0.5869
434.0,3000.0,108.0,0.7777,0.5781,0.7817,0.566
435.0,3000.0,113.0,0.7816,0.5672,0.783,0.5591
436.0,3000.0,110.0,0.7824,0.5641,0.7663,0.6121
437.0,3000.0,109.0,0.7816,0.5665,0.7889,0.5497
438.0,3000.0,110.0,0.786,0.5527,0.7812,0.572
439.0,3000.0,110.0,0.7862,0.5527,0.7849,0.5589
440.0,3000.0,109.0,0.783,0.5616,0.7822,0.5646
441.0,3000.0,109.0,0.7865,0.5517,0.7834,0.5636
442.0,3000.0,108.0,0.7853,0.5547,0.7846,0.5561
443.0,3000.0,108.0,0.7854,0.5555,0.7869,0.5518
444.0,3000.0,109.0,0.7836,0.5602,0.7829,0.5615
445.0,3000.0,109.0,0.7834,0.5602,0.7886,0.5505
446.0,3000.0,140.0,0.7824,0.5636,0.7825,0.5613
447.0,3000.0,113.0,0.7848,0.5559,0.7798,0.571
448.0,3000.0,110.0,0.7819,0.5647,0.7765,0.5788
449.0,3000.0,110.0,0.7802,0.5696,0.7878,0.5519
450.0,3000.0,110.0,0.79,0.5408,0.7858,0.5475
451.0,3000.0,108.0,0.7834,0.5611,0.7813,0.5686
452.0,3000.0,109.0,0.7856,0.5538,0.7826,0.5682
453.0,3000.0,109.0,0.7856,0.5524,0.7871,0.5501
454.0,3000.0,109.0,0.7867,0.5504,0.7803,0.5798
455.0,3000.0,109.0,0.7851,0.5553,0.7811,0.5803
456.0,3000.0,110.0,0.7879,0.5463,0.7878,0.5498
457.0,3000.0,110.0,0.7856,0.553,0.7823,0.5698
458.0,3000.0,109.0,0.7814,0.5658,0.7884,0.5478
459.0,3000.0,108.0,0.7856,0.5528,0.7808,0.5733
460.0,3000.0,109.0,0.7896,0.5412,0.787,0.5509
461.0,3000.0,109.0,0.783,0.5615,0.7848,0.5502
462.0,3000.0,109.0,0.7798,0.5712,0.7881,0.5545
463.0,3000.0,110.0,0.7864,0.5507,0.7873,0.5464
464.0,3000.0,115.0,0.7826,0.5624,0.7868,0.5527
465.0,3000.0,112.0,0.7876,0.5474,0.7827,0.564
466.0,3000.0,110.0,0.7856,0.5529,0.7884,0.5398
467.0,3000.0,109.0,0.786,0.5524,0.7891,0.549
468.0,3000.0,109.0,0.7854,0.5539,0.7874,0.5509
469.0,3000.0,110.0,0.7836,0.5595,0.7832,0.5633
470.0,3000.0,114.0,0.7862,0.5515,0.784,0.5572
471.0,3000.0,109.0,0.7793,0.5719,0.7886,0.5396
472.0,3000.0,115.0,0.7835,0.5601,0.7883,0.5513
473.0,3000.0,109.0,0.7833,0.5599,0.7844,0.5588
474.0,3000.0,110.0,0.7826,0.5621,0.7863,0.5588
475.0,3000.0,109.0,0.7882,0.5464,0.7875,0.5475
476.0,3000.0,109.0,0.7844,0.5565,0.7756,0.5807
477.0,3000.0,112.0,0.7882,0.546,0.7798,0.5686
478.0,3000.0,111.0,0.7862,0.5521,0.7778,0.5843
479.0,3000.0,110.0,0.7896,0.5416,0.7903,0.542
480.0,3000.0,109.0,0.784,0.5575,0.7862,0.5534
481.0,3000.0,110.0,0.7863,0.5501,0.7891,0.5429
482.0,3000.0,109.0,0.7874,0.5491,0.7876,0.5486
483.0,3000.0,109.0,0.7842,0.5576,0.795,0.5232
484.0,3000.0,109.0,0.7879,0.5459,0.7868,0.5527
485.0,3000.0,111.0,0.7862,0.5517,0.7914,0.5426
486.0,3000.0,109.0,0.7828,0.5611,0.7849,0.5528
487.0,3000.0,111.0,0.7903,0.5392,0.7907,0.5502
488.0,3000.0,109.0,0.7792,0.572,0.7897,0.5436
489.0,3000.0,110.0,0.7878,0.5463,0.7935,0.539
490.0,3000.0,109.0,0.787,0.5488,0.7888,0.5426
491.0,3000.0,109.0,0.7909,0.5372,0.7891,0.5433
492.0,3000.0,108.0,0.7841,0.5576,0.7762,0.5787
493.0,3000.0,109.0,0.7857,0.5534,0.7846,0.5602
494.0,3000.0,109.0,0.7874,0.5475,0.7922,0.5344
495.0,3000.0,109.0,0.7869,0.5499,0.7885,0.5441
496.0,3000.0,109.0,0.7882,0.5454,0.7905,0.542
497.0,3000.0,113.0,0.7878,0.5456,0.7895,0.5436
498.0,3000.0,114.0,0.784,0.5575,0.7858,0.5587
499.0,3000.0,113.0,0.7874,0.5468,0.785,0.552
500.0,3000.0,113.0,0.7862,0.551,0.7901,0.542
501.0,3000.0,113.0,0.7859,0.5522,0.7892,0.5411
502.0,3000.0,112.0,0.7872,0.5484,0.7857,0.5586
503.0,3000.0,113.0,0.7872,0.5472,0.786,0.5582
504.0,3000.0,111.0,0.7886,0.5437,0.7869,0.5512
505.0,3000.0,112.0,0.7876,0.5464,0.7852,0.5545
506.0,3000.0,111.0,0.7888,0.5446,0.7937,0.5316
507.0,3000.0,113.0,0.7875,0.5464,0.7911,0.5344
508.0,3000.0,111.0,0.7869,0.5492,0.7978,0.5239
509.0,3000.0,111.0,0.7859,0.5524,0.7904,0.5367
510.0,3000.0,111.0,0.7852,0.554,0.7955,0.5256
511.0,3000.0,111.0,0.7877,0.5466,0.786,0.5542
512.0,3000.0,589.0,0.7871,0.5485,0.7891,0.5412
513.0,3000.0,115.0,0.7863,0.5508,0.786,0.5525
514.0,3000.0,113.0,0.7862,0.5507,0.7915,0.5393
515.0,3000.0,112.0,0.7899,0.5394,0.7888,0.5457
516.0,3000.0,115.0,0.7854,0.553,0.774,0.5818
517.0,3000.0,111.0,0.7869,0.5486,0.7933,0.5383
518.0,3000.0,109.0,0.787,0.5476,0.7879,0.5407
519.0,3000.0,110.0,0.7885,0.5452,0.7753,0.5856
520.0,3000.0,112.0,0.7848,0.5545,0.7932,0.5317
521.0,3000.0,110.0,0.7898,0.5395,0.787,0.548
522.0,3000.0,110.0,0.7887,0.5435,0.7866,0.5482
523.0,3000.0,110.0,0.7916,0.5359,0.7874,0.5572
524.0,3000.0,110.0,0.7858,0.5521,0.7814,0.5676
525.0,3000.0,112.0,0.7873,0.5469,0.796,0.5239
526.0,3000.0,111.0,0.782,0.5626,0.7895,0.5459
527.0,3000.0,112.0,0.7844,0.5562,0.7896,0.5444
528.0,3000.0,111.0,0.7943,0.5269,0.7983,0.5196
529.0,3000.0,110.0,0.7907,0.5372,0.7849,0.5498
530.0,3000.0,110.0,0.7905,0.5385,0.7878,0.5549
531.0,3000.0,111.0,0.7863,0.5503,0.7939,0.5295
532.0,3000.0,111.0,0.7913,0.5353,0.7947,0.522
533.0,3000.0,109.0,0.7877,0.5446,0.7846,0.5613
534.0,3000.0,110.0,0.7877,0.5456,0.7869,0.5533
535.0,3000.0,110.0,0.7875,0.5476,0.7886,0.5439
536.0,3000.0,110.0,0.7845,0.5544,0.7901,0.5447
537.0,3000.0,110.0,0.785,0.5543,0.7915,0.5445
538.0,3000.0,110.0,0.7872,0.5477,0.7984,0.5184
539.0,3000.0,112.0,0.79,0.5392,0.7933,0.5311
540.0,3000.0,112.0,0.7888,0.5427,0.7842,0.5619
541.0,3000.0,110.0,0.7869,0.5489,0.7796,0.5747
542.0,3000.0,111.0,0.7867,0.5492,0.7821,0.5587
543.0,3000.0,111.0,0.7882,0.5447,0.7895,0.5447
544.0,3000.0,120.0,0.7915,0.5339,0.7897,0.5384
545.0,3000.0,112.0,0.7932,0.5291,0.784,0.5643
546.0,3000.0,111.0,0.7889,0.5434,0.7888,0.5589
547.0,3000.0,111.0,0.7883,0.543,0.7935,0.5286
548.0,3000.0,111.0,0.7875,0.5475,0.777,0.5748
549.0,3000.0,111.0,0.7881,0.544,0.7876,0.5458
550.0,3000.0,111.0,0.7935,0.5287,0.7948,0.5294
551.0,3000.0,111.0,0.7896,0.5397,0.7897,0.5428
552.0,3000.0,117.0,0.7863,0.5508,0.7941,0.5232
553.0,3000.0,111.0,0.7884,0.5444,0.785,0.5646
554.0,3000.0,113.0,0.7888,0.5437,0.7915,0.5341
555.0,3000.0,113.0,0.786,0.5519,0.783,0.5636
556.0,3000.0,113.0,0.7881,0.5444,0.7952,0.5282
557.0,3000.0,113.0,0.7909,0.5365,0.7876,0.5415
558.0,3000.0,113.0,0.7888,0.5427,0.7878,0.5512
559.0,3000.0,113.0,0.7914,0.5349,0.7888,0.5416
560.0,3000.0,114.0,0.7922,0.5337,0.7938,0.5293
561.0,3000.0,113.0,0.7878,0.5453,0.7913,0.5372
562.0,3000.0,113.0,0.7908,0.5368,0.7883,0.5471
563.0,3000.0,113.0,0.7908,0.5373,0.789,0.5392
564.0,3000.0,115.0,0.7891,0.5417,0.7956,0.5226
565.0,3000.0,115.0,0.7931,0.5295,0.7882,0.5512
566.0,3000.0,112.0,0.7901,0.5385,0.7918,0.5347
567.0,3000.0,112.0,0.7911,0.535,0.7765,0.5745
568.0,3000.0,113.0,0.7938,0.5279,0.795,0.5285
569.0,3000.0,112.0,0.7887,0.5433,0.788,0.5467
570.0,3000.0,112.0,0.7912,0.5361,0.7866,0.5559
571.0,3000.0,111.0,0.7916,0.5347,0.7884,0.545
572.0,3000.0,110.0,0.7913,0.5364,0.7941,0.5304
573.0,3000.0,110.0,0.7878,0.5455,0.7942,0.5219
574.0,3000.0,111.0,0.7905,0.537,0.7776,0.5688
575.0,3000.0,111.0,0.7875,0.5467,0.7937,0.5282
576.0,3000.0,111.0,0.7889,0.5417,0.7844,0.556
577.0,3000.0,110.0,0.7904,0.5375,0.7874,0.5539
578.0,3000.0,113.0,0.7891,0.5415,0.789,0.5441
579.0,3000.0,112.0,0.787,0.5477,0.79,0.5438
580.0,3000.0,112.0,0.7917,0.5338,0.7899,0.5429
581.0,3000.0,109.0,0.7883,0.5445,0.7903,0.5362
582.0,3000.0,111.0,0.7912,0.5357,0.7963,0.5204
583.0,3000.0,110.0,0.7905,0.5371,0.7975,0.5206
584.0,3000.0,110.0,0.7904,0.5373,0.7925,0.5371
585.0,3000.0,110.0,0.7869,0.5487,0.7929,0.5363
586.0,3000.0,110.0,0.7938,0.5274,0.7962,0.5252
587.0,3000.0,111.0,0.7927,0.5317,0.7684,0.5954
588.0,3000.0,111.0,0.7908,0.5372,0.7954,0.5317
589.0,3000.0,111.0,0.7941,0.5278,0.7921,0.5309
590.0,3000.0,109.0,0.7893,0.5401,0.7898,0.5441
591.0,3000.0,110.0,0.792,0.5331,0.7856,0.5534
592.0,3000.0,112.0,0.7909,0.5365,0.7963,0.5202
593.0,3000.0,112.0,0.7909,0.5364,0.7919,0.5394
594.0,3000.0,110.0,0.7927,0.5307,0.7887,0.5475
595.0,3000.0,114.0,0.7929,0.5311,0.795,0.526
596.0,3000.0,110.0,0.7866,0.5485,0.7985,0.5192
597.0,3000.0,110.0,0.7903,0.5372,0.7938,0.5315
598.0,3000.0,110.0,0.7883,0.5437,0.7861,0.5462
599.0,3000.0,110.0,0.7911,0.5358,0.7957,0.5212
600.0,3000.0,111.0,0.7952,0.5236,0.7922,0.5352
601.0,3000.0,112.0,0.7896,0.541,0.7887,0.5439
602.0,3000.0,111.0,0.795,0.5238,0.7895,0.54
603.0,3000.0,110.0,0.7922,0.532,0.7934,0.5309
604.0,3000.0,111.0,0.7942,0.5272,0.7901,0.5395
605.0,3000.0,110.0,0.7922,0.5336,0.7948,0.5274
606.0,3000.0,111.0,0.7882,0.5432,0.7974,0.5163
607.0,3000.0,111.0,0.7955,0.523,0.7884,0.5361
608.0,3000.0,110.0,0.7942,0.5261,0.7929,0.5336
609.0,3000.0,111.0,0.7929,0.5303,0.7889,0.5406
610.0,3000.0,111.0,0.7904,0.5367,0.7934,0.5409
611.0,3000.0,110.0,0.7914,0.5341,0.793,0.5308
612.0,3000.0,110.0,0.7952,0.5242,0.7954,0.5295
613.0,3000.0,110.0,0.791,0.5358,0.7968,0.5208
614.0,3000.0,110.0,0.792,0.5328,0.7903,0.5342
615.0,3000.0,110.0,0.7889,0.5417,0.7985,0.5146
616.0,3000.0,110.0,0.7932,0.53,0.7966,0.5293
617.0,3000.0,110.0,0.7877,0.5456,0.7909,0.5389
618.0,3000.0,111.0,0.7939,0.5272,0.7896,0.5393
619.0,3000.0,111.0,0.7924,0.5319,0.7942,0.5299
620.0,3000.0,110.0,0.7926,0.5317,0.7836,0.5519
621.0,3000.0,111.0,0.7889,0.5421,0.786,0.5538
622.0,3000.0,110.0,0.7905,0.538,0.7723,0.5824
623.0,3000.0,110.0,0.794,0.5274,0.7874,0.5444
624.0,3000.0,111.0,0.7915,0.5339,0.7766,0.5723
625.0,3000.0,111.0,0.7937,0.5277,0.7924,0.5314
626.0,3000.0,110.0,0.7939,0.5261,0.7874,0.5495
627.0,3000.0,112.0,0.7917,0.5349,0.792,0.5366
628.0,3000.0,111.0,0.7913,0.5353,0.7952,0.5208
629.0,3000.0,110.0,0.7943,0.5259,0.7996,0.5149
630.0,3000.0,111.0,0.7924,0.5324,0.7929,0.53
631.0,3000.0,111.0,0.7908,0.5369,0.7962,0.5234
632.0,3000.0,115.0,0.7911,0.5351,0.7591,0.6269
633.0,3000.0,110.0,0.79,0.5392,0.7917,0.5337
634.0,3000.0,111.0,0.797,0.5178,0.7933,0.5284
635.0,3000.0,110.0,0.7968,0.5193,0.7926,0.53
636.0,3000.0,111.0,0.7948,0.5251,0.7961,0.5246
637.0,3000.0,111.0,0.7906,0.5365,0.7896,0.5419
638.0,3000.0,125.0,0.7921,0.5325,0.7897,0.5401
639.0,3000.0,114.0,0.7932,0.5292,0.7896,0.5284
640.0,3000.0,117.0,0.7952,0.5225,0.7876,0.5478
641.0,3000.0,115.0,0.7927,0.5303,0.7901,0.5392
642.0,3000.0,127.0,0.7959,0.5211,0.79,0.5429
643.0,3000.0,113.0,0.7888,0.5421,0.7972,0.5245
644.0,3000.0,113.0,0.7916,0.5348,0.7988,0.5144
645.0,3000.0,115.0,0.7939,0.5275,0.7851,0.5545
646.0,3000.0,113.0,0.7903,0.5376,0.7943,0.5286
647.0,3000.0,112.0,0.7897,0.5395,0.7995,0.524
648.0,3000.0,113.0,0.7951,0.5236,0.7894,0.5418
649.0,3000.0,112.0,0.7918,0.5327,0.7952,0.5249
650.0,3000.0,112.0,0.7921,0.5324,0.7998,0.5088
651.0,3000.0,113.0,0.7959,0.5217,0.7872,0.5444
652.0,3000.0,112.0,0.7891,0.541,0.7902,0.5373
653.0,3000.0,114.0,0.7972,0.5178,0.7996,0.523
654.0,3000.0,112.0,0.798,0.5152,0.7993,0.5104
655.0,3000.0,112.0,0.79,0.5384,0.7975,0.5202
656.0,3000.0,110.0,0.7945,0.5265,0.7958,0.517
657.0,3000.0,111.0,0.7923,0.5318,0.7961,0.5198
658.0,3000.0,111.0,0.793,0.5298,0.7929,0.5316
659.0,3000.0,110.0,0.795,0.5237,0.7929,0.529
660.0,3000.0,115.0,0.7955,0.5229,0.8004,0.5102
661.0,3000.0,119.0,0.7923,0.5321,0.7984,0.5118
662.0,3000.0,113.0,0.7968,0.5182,0.7931,0.527
663.0,3000.0,112.0,0.7953,0.5231,0.7972,0.5232
664.0,3000.0,113.0,0.7999,0.5093,0.7897,0.5425
665.0,3000.0,113.0,0.7929,0.5296,0.7962,0.5251
666.0,3000.0,112.0,0.7941,0.527,0.7961,0.5226
667.0,3000.0,111.0,0.791,0.5353,0.7938,0.5286
668.0,3000.0,112.0,0.794,0.5265,0.7988,0.5202
669.0,3000.0,112.0,0.7955,0.5226,0.7936,0.5308
670.0,3000.0,111.0,0.7908,0.5361,0.7852,0.5555
671.0,3000.0,112.0,0.7956,0.5227,0.7901,0.535
672.0,3000.0,112.0,0.7895,0.5405,0.7958,0.5245
673.0,3000.0,112.0,0.794,0.5268,0.7982,0.5179
674.0,3000.0,113.0,0.791,0.5355,0.7873,0.553
675.0,3000.0,112.0,0.7928,0.5296,0.7912,0.5468
676.0,3000.0,117.0,0.7948,0.5252,0.7915,0.5396
677.0,3000.0,112.0,0.7955,0.5223,0.7946,0.5301
678.0,3000.0,113.0,0.793,0.5292,0.8008,0.5065
679.0,3000.0,110.0,0.7946,0.525,0.7954,0.5325
680.0,3000.0,110.0,0.7936,0.5287,0.7961,0.5203
681.0,3000.0,109.0,0.7946,0.5252,0.7954,0.5242
682.0,3000.0,110.0,0.7937,0.5277,0.7852,0.5562
683.0,3000.0,109.0,0.7939,0.5274,0.7951,0.5284
684.0,3000.0,109.0,0.7966,0.5189,0.7988,0.513
685.0,3000.0,111.0,0.7923,0.5313,0.7914,0.5454
686.0,3000.0,110.0,0.7988,0.5121,0.781,0.5585
687.0,3000.0,111.0,0.7923,0.5318,0.7972,0.5094
688.0,3000.0,109.0,0.7925,0.5315,0.7932,0.5329
689.0,3000.0,111.0,0.7913,0.5345,0.7916,0.5305
690.0,3000.0,109.0,0.7935,0.5273,0.7907,0.5361
691.0,3000.0,110.0,0.7931,0.5294,0.7947,0.5258
692.0,3000.0,112.0,0.7961,0.5201,0.7864,0.5441
693.0,3000.0,110.0,0.7961,0.5217,0.7989,0.5161
694.0,3000.0,111.0,0.7955,0.5224,0.7959,0.5229
695.0,3000.0,110.0,0.7959,0.5207,0.7937,0.5296
696.0,3000.0,110.0,0.7951,0.523,0.7976,0.5168
697.0,3000.0,111.0,0.7933,0.5289,0.8027,0.4989
698.0,3000.0,111.0,0.7934,0.5294,0.7934,0.5269
699.0,3000.0,110.0,0.7948,0.5252,0.7961,0.5243
700.0,3000.0,110.0,0.7971,0.5175,0.7886,0.54
701.0,3000.0,110.0,0.7911,0.5347,0.7933,0.5264
702.0,3000.0,111.0,0.7927,0.5303,0.8049,0.4978
703.0,3000.0,111.0,0.7954,0.5218,0.8003,0.5109
704.0,3000.0,111.0,0.7954,0.5231,0.7981,0.515
705.0,3000.0,112.0,0.7942,0.527,0.7956,0.5256
706.0,3000.0,111.0,0.7942,0.5263,0.7994,0.5125
707.0,3000.0,111.0,0.7942,0.5262,0.7981,0.5142
708.0,3000.0,110.0,0.7946,0.5242,0.784,0.5647
709.0,3000.0,110.0,0.7897,0.5398,0.7943,0.5283
710.0,3000.0,110.0,0.7957,0.5211,0.7921,0.5324
711.0,3000.0,110.0,0.7984,0.514,0.7941,0.5206
712.0,3000.0,114.0,0.7964,0.52,0.7925,0.5337
713.0,3000.0,110.0,0.7935,0.5277,0.8013,0.5108
714.0,3000.0,109.0,0.7907,0.5368,0.7803,0.5628
715.0,3000.0,110.0,0.7913,0.5352,0.7932,0.5296
716.0,3000.0,110.0,0.8001,0.508,0.7984,0.519
717.0,3000.0,111.0,0.7975,0.5165,0.802,0.5091
718.0,3000.0,110.0,0.7989,0.5125,0.7957,0.5231
719.0,3000.0,110.0,0.7962,0.5197,0.7941,0.528
720.0,3000.0,110.0,0.792,0.5319,0.7947,0.5258
721.0,3000.0,111.0,0.7986,0.5127,0.8016,0.5041
722.0,3000.0,110.0,0.7904,0.5373,0.7905,0.5377
723.0,3000.0,110.0,0.7925,0.5329,0.7949,0.5207
724.0,3000.0,110.0,0.7974,0.5172,0.7889,0.5403
725.0,3000.0,112.0,0.7945,0.5255,0.7994,0.5086
726.0,3000.0,111.0,0.795,0.5238,0.7923,0.5294
727.0,3000.0,112.0,0.7945,0.5267,0.7926,0.5269
728.0,3000.0,111.0,0.7979,0.5152,0.8014,0.5062
729.0,3000.0,110.0,0.7961,0.5206,0.7939,0.5309
730.0,3000.0,111.0,0.7972,0.5171,0.7971,0.5233
731.0,3000.0,110.0,0.7972,0.5173,0.7939,0.5217
732.0,3000.0,111.0,0.7975,0.5156,0.7939,0.5247
733.0,3000.0,110.0,0.7974,0.5173,0.7922,0.5373
734.0,3000.0,109.0,0.7956,0.5215,0.7956,0.5216
735.0,3000.0,112.0,0.7964,0.5195,0.7993,0.503
736.0,3000.0,111.0,0.797,0.5182,0.8043,0.4965
737.0,3000.0,111.0,0.7984,0.5132,0.7956,0.5233
738.0,3000.0,112.0,0.7984,0.5142,0.8036,0.5033
739.0,3000.0,111.0,0.794,0.5269,0.7994,0.5117
740.0,3000.0,111.0,0.7926,0.5307,0.8047,0.5046
741.0,3000.0,110.0,0.7935,0.5273,0.8036,0.5003
742.0,3000.0,111.0,0.7971,0.5174,0.7898,0.5404
743.0,3000.0,110.0,0.7968,0.5188,0.7962,0.5213
744.0,3000.0,111.0,0.7983,0.514,0.794,0.5261
745.0,3000.0,111.0,0.7966,0.5184,0.7939,0.528
746.0,3000.0,112.0,0.8026,0.501,0.79,0.544
747.0,3000.0,112.0,0.7971,0.5174,0.7929,0.5297
748.0,3000.0,109.0,0.7939,0.5271,0.7914,0.5387
749.0,3000.0,112.0,0.7955,0.5228,0.7898,0.5376
750.0,3000.0,110.0,0.7947,0.5246,0.8012,0.5066
751.0,3000.0,109.0,0.7935,0.5281,0.7975,0.5206
752.0,3000.0,110.0,0.7961,0.5205,0.7886,0.5365
753.0,3000.0,111.0,0.7954,0.5231,0.8035,0.4969
754.0,3000.0,110.0,0.8005,0.5072,0.7953,0.5239
755.0,3000.0,115.0,0.7993,0.5114,0.8014,0.5098
756.0,3000.0,111.0,0.7945,0.5259,0.7986,0.5217
757.0,3000.0,110.0,0.7973,0.5172,0.8042,0.5007
758.0,3000.0,110.0,0.7926,0.5295,0.7979,0.5185
759.0,3000.0,112.0,0.7997,0.5105,0.7999,0.5081
760.0,3000.0,109.0,0.796,0.5203,0.794,0.5256
761.0,3000.0,110.0,0.7975,0.5167,0.7957,0.5259
762.0,3000.0,111.0,0.7953,0.5233,0.8021,0.508
763.0,3000.0,111.0,0.7949,0.5249,0.8025,0.5031
764.0,3000.0,112.0,0.7982,0.5143,0.7988,0.5145
765.0,3000.0,110.0,0.7977,0.5162,0.7927,0.5393
766.0,3000.0,110.0,0.7967,0.5196,0.7978,0.5139
767.0,3000.0,110.0,0.7938,0.5271,0.7999,0.5118
768.0,3000.0,109.0,0.7982,0.5143,0.799,0.5086
769.0,3000.0,112.0,0.7959,0.5204,0.7991,0.5153
770.0,3000.0,110.0,0.7975,0.5162,0.7905,0.5416
771.0,3000.0,113.0,0.7964,0.5197,0.7963,0.5245
772.0,3000.0,111.0,0.7983,0.5134,0.7907,0.541
773.0,3000.0,110.0,0.7971,0.5184,0.7995,0.5196
774.0,3000.0,110.0,0.8001,0.509,0.8011,0.5069
775.0,3000.0,110.0,0.7964,0.5198,0.7961,0.528
776.0,3000.0,110.0,0.8007,0.5067,0.8,0.5099
777.0,3000.0,113.0,0.7984,0.5135,0.7896,0.5441
778.0,3000.0,111.0,0.7997,0.5097,0.7866,0.554
779.0,3000.0,111.0,0.7995,0.5104,0.787,0.5481
780.0,3000.0,110.0,0.7993,0.5114,0.7906,0.5332
781.0,3000.0,110.0,0.7964,0.5192,0.7976,0.5169
782.0,3000.0,111.0,0.7949,0.5234,0.7924,0.5333
783.0,3000.0,112.0,0.7975,0.5166,0.7959,0.5251
784.0,3000.0,110.0,0.7982,0.5146,0.8029,0.5025
785.0,3000.0,110.0,0.7968,0.5182,0.7932,0.5322
786.0,3000.0,112.0,0.797,0.5181,0.7974,0.5194
787.0,3000.0,110.0,0.7976,0.5158,0.7896,0.5387
788.0,3000.0,111.0,0.7961,0.5196,0.7961,0.5226
789.0,3000.0,111.0,0.7959,0.5212,0.8002,0.514
790.0,3000.0,111.0,0.8001,0.5086,0.7991,0.5144
791.0,3000.0,110.0,0.7996,0.51,0.7928,0.5307
792.0,3000.0,115.0,0.7956,0.5212,0.7976,0.5139
793.0,3000.0,110.0,0.7941,0.527,0.8068,0.4934
794.0,3000.0,110.0,0.8014,0.5048,0.8046,0.496
795.0,3000.0,110.0,0.7977,0.5162,0.7866,0.5495
796.0,3000.0,110.0,0.7978,0.5151,0.7971,0.5135
797.0,3000.0,112.0,0.7987,0.5118,0.7808,0.5674
798.0,3000.0,111.0,0.7983,0.5139,0.786,0.5499
799.0,3000.0,109.0,0.7934,0.5279,0.7965,0.5291
800.0,3000.0,110.0,0.7967,0.5189,0.8022,0.5117
801.0,3000.0,112.0,0.7985,0.5127,0.8026,0.5066
802.0,3000.0,112.0,0.7997,0.5097,0.7998,0.5135
803.0,3000.0,110.0,0.7966,0.5185,0.802,0.5117
804.0,3000.0,112.0,0.7967,0.5181,0.7944,0.5256
805.0,3000.0,112.0,0.7949,0.5247,0.8001,0.5109
806.0,3000.0,110.0,0.7984,0.5139,0.7985,0.5127
807.0,3000.0,111.0,0.8004,0.5072,0.7992,0.5152
808.0,3000.0,113.0,0.8004,0.5083,0.7923,0.5352
809.0,3000.0,110.0,0.797,0.5175,0.8008,0.5148
810.0,3000.0,110.0,0.7988,0.5116,0.8021,0.5058
811.0,3000.0,110.0,0.798,0.5146,0.8007,0.5115
812.0,3000.0,112.0,0.8027,0.5,0.7876,0.5399
813.0,3000.0,111.0,0.7963,0.5204,0.8047,0.4924
814.0,3000.0,110.0,0.7963,0.52,0.795,0.526
815.0,3000.0,110.0,0.8008,0.5063,0.7927,0.5314
816.0,3000.0,110.0,0.7948,0.5243,0.7998,0.5132
817.0,3000.0,110.0,0.7967,0.5187,0.7948,0.5312
818.0,3000.0,110.0,0.7963,0.519,0.7999,0.5153
819.0,3000.0,109.0,0.7989,0.5121,0.7983,0.5129
820.0,3000.0,110.0,0.8005,0.5062,0.7987,0.5208
821.0,3000.0,110.0,0.7934,0.5283,0.7968,0.5178
822.0,3000.0,110.0,0.8003,0.5086,0.7775,0.564
823.0,3000.0,110.0,0.7949,0.5242,0.7947,0.5186
824.0,3000.0,110.0,0.7964,0.5196,0.7985,0.5144
825.0,3000.0,111.0,0.7986,0.5121,0.8003,0.5112
826.0,3000.0,112.0,0.8002,0.5081,0.7927,0.534
827.0,3000.0,110.0,0.8003,0.5081,0.7898,0.543
828.0,3000.0,110.0,0.7984,0.5132,0.7996,0.511
829.0,3000.0,111.0,0.8002,0.5089,0.7897,0.5353
830.0,3000.0,110.0,0.7954,0.5225,0.8007,0.5147
831.0,3000.0,116.0,0.7954,0.5225,0.8059,0.4915
832.0,3000.0,112.0,0.794,0.5262,0.7995,0.5176
833.0,3000.0,110.0,0.7948,0.524,0.7941,0.5256
834.0,3000.0,112.0,0.7979,0.5153,0.805,0.5029
835.0,3000.0,110.0,0.7993,0.5106,0.7943,0.5326
836.0,3000.0,116.0,0.8014,0.5047,0.7958,0.5231
837.0,3000.0,111.0,0.7999,0.5093,0.7985,0.5212
838.0,3000.0,110.0,0.7999,0.5098,0.7954,0.525
839.0,3000.0,112.0,0.7955,0.5218,0.8005,0.5112
840.0,3000.0,110.0,0.7998,0.5092,0.7979,0.5163
841.0,3000.0,109.0,0.7957,0.5217,0.8044,0.503
842.0,3000.0,110.0,0.7994,0.5114,0.7984,0.5106
843.0,3000.0,111.0,0.8014,0.5046,0.7969,0.5225
844.0,3000.0,111.0,0.798,0.5142,0.8016,0.5033
845.0,3000.0,111.0,0.7942,0.5263,0.7974,0.5165
846.0,3000.0,111.0,0.7983,0.5137,0.7974,0.5211
847.0,3000.0,111.0,0.8025,0.5018,0.8005,0.5101
