epoch,target_epochs,seconds,categorical_accuracy,loss,val_categorical_accuracy,val_loss
848.0,3000.0,110.0,0.8023,0.5014,0.8034,0.5064
849.0,3000.0,110.0,0.797,0.5178,0.7996,0.5138
850.0,3000.0,111.0,0.7965,0.5194,0.785,0.5611
851.0,3000.0,111.0,0.7981,0.5144,0.8086,0.4879
852.0,3000.0,110.0,0.7993,0.5112,0.7942,0.5335
853.0,3000.0,110.0,0.8006,0.5074,0.803,0.5064
854.0,3000.0,110.0,0.8,0.5088,0.7992,0.5101
855.0,3000.0,110.0,0.8038,0.4971,0.794,0.5336
856.0,3000.0,110.0,0.7958,0.5204,0.7999,0.5135
857.0,3000.0,111.0,0.8026,0.5014,0.8004,0.5175
858.0,3000.0,110.0,0.7948,0.5247,0.8057,0.4939
859.0,3000.0,112.0,0.801,0.5063,0.7993,0.5162
860.0,3000.0,112.0,0.7992,0.5116,0.7979,0.5167
861.0,3000.0,111.0,0.7924,0.5313,0.8031,0.4966
862.0,3000.0,110.0,0.7973,0.5166,0.8014,0.5056
863.0,3000.0,112.0,0.7967,0.5183,0.8089,0.4856
864.0,3000.0,110.0,0.7997,0.5094,0.8038,0.5006
865.0,3000.0,110.0,0.7972,0.5169,0.7993,0.5165
866.0,3000.0,111.0,0.7984,0.5137,0.8012,0.5077
867.0,3000.0,111.0,0.7998,0.5098,0.8026,0.5046
868.0,3000.0,110.0,0.7978,0.5162,0.7945,0.5223
869.0,3000.0,111.0,0.799,0.5122,0.7968,0.5196
870.0,3000.0,110.0,0.7973,0.5167,0.7985,0.5146
871.0,3000.0,110.0,0.8009,0.5058,0.8007,0.5101
872.0,3000.0,115.0,0.7985,0.5128,0.8025,0.5055
873.0,3000.0,111.0,0.7973,0.5172,0.8059,0.498
874.0,3000.0,110.0,0.8021,0.5035,0.7828,0.565
875.0,3000.0,110.0,0.8009,0.5065,0.7992,0.5137
876.0,3000.0,110.0,0.7969,0.5178,0.7987,0.5139
877.0,3000.0,111.0,0.7985,0.5127,0.7969,0.515
878.0,3000.0,110.0,0.7982,0.5136,0.7979,0.514
879.0,3000.0,111.0,0.8005,0.507,0.7973,0.52
880.0,3000.0,111.0,0.7975,0.5161,0.7906,0.5353
881.0,3000.0,110.0,0.7993,0.5116,0.8014,0.5094
882.0,3000.0,112.0,0.8,0.5082,0.7996,0.5204
883.0,3000.0,110.0,0.7988,0.5115,0.7881,0.5376
884.0,3000.0,110.0,0.7984,0.5134,0.7988,0.5197
885.0,3000.0,110.0,0.7998,0.5091,0.8006,0.505
886.0,3000.0,110.0,0.801,0.5049,0.8019,0.5055
887.0,3000.0,111.0,0.802,0.5026,0.7944,0.5303
888.0,3000.0,110.0,0.7998,0.5095,0.7962,0.5138
889.0,3000.0,112.0,0.7985,0.5137,0.8008,0.5058
890.0,3000.0,112.0,0.8001,0.5093,0.7975,0.5177
891.0,3000.0,110.0,0.8026,0.5012,0.7957,0.5119
892.0,3000.0,109.0,0.7985,0.5128,0.788,0.5422
893.0,3000.0,111.0,0.7984,0.5135,0.8016,0.5066
894.0,3000.0,111.0,0.7993,0.5104,0.8013,0.5091
895.0,3000.0,111.0,0.7968,0.5186,0.8086,0.4861
896.0,3000.0,111.0,0.7991,0.5106,0.7935,0.5294
897.0,3000.0,110.0,0.7967,0.5183,0.795,0.5228
898.0,3000.0,110.0,0.8025,0.5017,0.8022,0.5079
899.0,3000.0,112.0,0.7991,0.5121,0.7992,0.5127
900.0,3000.0,110.0,0.7978,0.5158,0.7987,0.5131
901.0,3000.0,112.0,0.7999,0.5107,0.8041,0.4955
902.0,3000.0,110.0,0.7972,0.5174,0.806,0.4935
903.0,3000.0,110.0,0.8024,0.5018,0.7958,0.5204
904.0,3000.0,111.0,0.8024,0.5014,0.8059,0.4914
905.0,3000.0,111.0,0.8019,0.5041,0.7984,0.5144
906.0,3000.0,109.0,0.8007,0.5068,0.7982,0.5118
907.0,3000.0,110.0,0.8019,0.5023,0.7972,0.5177
908.0,3000.0,112.0,0.7986,0.5126,0.7976,0.5189
909.0,3000.0,110.0,0.7998,0.5093,0.7993,0.5101
910.0,3000.0,111.0,0.7979,0.5145,0.798,0.5234
911.0,3000.0,110.0,0.8015,0.5032,0.8032,0.5052
912.0,3000.0,111.0,0.8031,0.4997,0.7997,0.5098
913.0,3000.0,110.0,0.8027,0.5002,0.8038,0.5032
914.0,3000.0,110.0,0.8003,0.5084,0.8067,0.4901
915.0,3000.0,116.0,0.7981,0.5137,0.8018,0.5095
916.0,3000.0,110.0,0.8004,0.5079,0.7817,0.5575
917.0,3000.0,111.0,0.7993,0.5108,0.7977,0.5244
918.0,3000.0,111.0,0.804,0.4961,0.7998,0.5129
919.0,3000.0,111.0,0.8024,0.5012,0.8016,0.5098
920.0,3000.0,110.0,0.8006,0.5066,0.8086,0.4846
921.0,3000.0,110.0,0.7998,0.5096,0.7971,0.5152
922.0,3000.0,109.0,0.8021,0.5033,0.7955,0.5284
923.0,3000.0,111.0,0.7988,0.5126,0.7996,0.5142
924.0,3000.0,111.0,0.8013,0.5045,0.7978,0.5131
925.0,3000.0,110.0,0.8,0.5095,0.7985,0.5133
926.0,3000.0,112.0,0.7983,0.5135,0.8017,0.5054
927.0,3000.0,110.0,0.8015,0.5055,0.8052,0.5019
928.0,3000.0,111.0,0.8049,0.4952,0.7986,0.5185
929.0,3000.0,111.0,0.8012,0.505,0.8001,0.5122
930.0,3000.0,111.0,0.7996,0.5083,0.8005,0.5076
931.0,3000.0,110.0,0.8031,0.4997,0.7956,0.5221
932.0,3000.0,110.0,0.8015,0.5044,0.8026,0.5038
933.0,3000.0,111.0,0.8009,0.5062,0.8016,0.4991
934.0,3000.0,111.0,0.7986,0.5128,0.8029,0.4997
935.0,3000.0,110.0,0.797,0.5168,0.8031,0.4994
936.0,3000.0,110.0,0.8021,0.5034,0.8042,0.5031
937.0,3000.0,110.0,0.8035,0.4975,0.7953,0.5188
938.0,3000.0,112.0,0.8014,0.5046,0.7996,0.514
939.0,3000.0,111.0,0.8042,0.4966,0.8052,0.4959
940.0,3000.0,111.0,0.7982,0.5137,0.8004,0.5089
941.0,3000.0,109.0,0.8007,0.5066,0.7974,0.5163
942.0,3000.0,110.0,0.8021,0.5028,0.8053,0.4903
943.0,3000.0,111.0,0.8035,0.4978,0.8035,0.5025
944.0,3000.0,111.0,0.7976,0.515,0.7949,0.5244
945.0,3000.0,110.0,0.8012,0.5048,0.804,0.4988
946.0,3000.0,110.0,0.7996,0.5097,0.8016,0.5088
947.0,3000.0,111.0,0.8057,0.4923,0.8006,0.5085
948.0,3000.0,111.0,0.7988,0.5121,0.8032,0.5029
949.0,3000.0,110.0,0.8003,0.5074,0.8014,0.509
950.0,3000.0,112.0,0.8015,0.5051,0.7918,0.5428
951.0,3000.0,110.0,0.8008,0.506,0.8041,0.5004
952.0,3000.0,116.0,0.8025,0.5017,0.7958,0.5221
953.0,3000.0,111.0,0.8056,0.4924,0.801,0.5069
954.0,3000.0,110.0,0.8015,0.5044,0.7931,0.5252
955.0,3000.0,109.0,0.8,0.5091,0.8067,0.4982
956.0,3000.0,111.0,0.7977,0.5156,0.8035,0.4986
957.0,3000.0,110.0,0.8011,0.505,0.8027,0.4975
958.0,3000.0,110.0,0.7999,0.5078,0.8019,0.509
959.0,3000.0,111.0,0.8014,0.504,0.8057,0.4991
960.0,3000.0,110.0,0.8017,0.5035,0.8029,0.5059
961.0,3000.0,110.0,0.8051,0.4934,0.7996,0.512
962.0,3000.0,110.0,0.7999,0.5092,0.7955,0.5306
963.0,3000.0,110.0,0.7991,0.5105,0.7988,0.5157
964.0,3000.0,111.0,0.8032,0.499,0.7976,0.5304
965.0,3000.0,110.0,0.8025,0.5019,0.7972,0.516
966.0,3000.0,110.0,0.8016,0.5041,0.8048,0.4973
967.0,3000.0,111.0,0.7995,0.51,0.8018,0.5088
968.0,3000.0,110.0,0.8017,0.5035,0.8028,0.5022
969.0,3000.0,110.0,0.8022,0.5023,0.808,0.4916
970.0,3000.0,111.0,0.802,0.5031,0.8021,0.503
971.0,3000.0,110.0,0.8025,0.5008,0.8019,0.5075
972.0,3000.0,109.0,0.7994,0.5104,0.8017,0.512
973.0,3000.0,110.0,0.8069,0.4878,0.8056,0.492
974.0,3000.0,113.0,0.8054,0.4935,0.7983,0.515
975.0,3000.0,111.0,0.8009,0.5063,0.7996,0.5044
976.0,3000.0,110.0,0.7998,0.5098,0.8014,0.5072
977.0,3000.0,110.0,0.8034,0.4981,0.8059,0.494
978.0,3000.0,110.0,0.797,0.5183,0.7979,0.5126
979.0,3000.0,110.0,0.8051,0.4928,0.8025,0.4996
980.0,3000.0,110.0,0.7982,0.5133,0.8035,0.5031
981.0,3000.0,110.0,0.8032,0.4996,0.81,0.4761
982.0,3000.0,110.0,0.8005,0.5073,0.7989,0.5178
983.0,3000.0,110.0,0.8013,0.5054,0.7925,0.5291
984.0,3000.0,111.0,0.8019,0.5035,0.8018,0.5059
985.0,3000.0,112.0,0.8046,0.4953,0.7993,0.5082
986.0,3000.0,111.0,0.8005,0.5073,0.805,0.4941
987.0,3000.0,111.0,0.7981,0.5142,0.8002,0.5086
988.0,3000.0,112.0,0.7958,0.5204,0.8081,0.4904
989.0,3000.0,113.0,0.801,0.5059,0.8086,0.4914
990.0,3000.0,111.0,0.798,0.5149,0.8009,0.507
991.0,3000.0,112.0,0.7979,0.5143,0.8069,0.4976
992.0,3000.0,112.0,0.8037,0.4978,0.8019,0.5061
993.0,3000.0,110.0,0.8031,0.4995,0.7975,0.5119
994.0,3000.0,112.0,0.8062,0.4903,0.8026,0.4947
995.0,3000.0,111.0,0.8023,0.5021,0.8049,0.496
996.0,3000.0,115.0,0.8004,0.5067,0.7958,0.5166
997.0,3000.0,110.0,0.7965,0.5198,0.7945,0.5222
998.0,3000.0,110.0,0.8026,0.5009,0.7952,0.5264
999.0,3000.0,110.0,0.7973,0.516,0.7979,0.5154
1000.0,3000.0,112.0,0.8031,0.4991,0.8017,0.5067
1001.0,3000.0,110.0,0.8015,0.5041,0.8039,0.5048
1002.0,3000.0,111.0,0.8016,0.5037,0.8042,0.5041
1003.0,3000.0,111.0,0.8014,0.5041,0.8007,0.5088
1004.0,3000.0,110.0,0.8052,0.4938,0.8052,0.4922
1005.0,3000.0,110.0,0.7994,0.5101,0.8058,0.4996
1006.0,3000.0,110.0,0.8028,0.5004,0.8009,0.5116
1007.0,3000.0,111.0,0.8071,0.487,0.8059,0.4973
1008.0,3000.0,110.0,0.8007,0.5063,0.8044,0.4985
1009.0,3000.0,112.0,0.799,0.5122,0.7995,0.5129
1010.0,3000.0,110.0,0.8027,0.5004,0.802,0.5078
1011.0,3000.0,112.0,0.8015,0.505,0.7962,0.5165
1012.0,3000.0,112.0,0.7985,0.5142,0.8,0.5094
1013.0,3000.0,111.0,0.8017,0.5039,0.804,0.5003
1014.0,3000.0,110.0,0.8042,0.4957,0.7986,0.5102
1015.0,3000.0,110.0,0.803,0.4995,0.8032,0.4992
1016.0,3000.0,111.0,0.8006,0.5066,0.7983,0.5124
1017.0,3000.0,112.0,0.7998,0.5088,0.8019,0.4961
1018.0,3000.0,111.0,0.8012,0.5046,0.8,0.5073
1019.0,3000.0,111.0,0.8052,0.4935,0.8077,0.4921
1020.0,3000.0,111.0,0.7988,0.5118,0.8048,0.4946
1021.0,3000.0,110.0,0.8019,0.5027,0.8016,0.5028
1022.0,3000.0,111.0,0.8024,0.5009,0.8028,0.4994
1023.0,3000.0,111.0,0.8025,0.5012,0.7976,0.5115
1024.0,3000.0,115.0,0.8008,0.5071,0.7896,0.5407
1025.0,3000.0,111.0,0.8065,0.4893,0.8072,0.4958
1026.0,3000.0,110.0,0.8049,0.4933,0.8048,0.501
1027.0,3000.0,111.0,0.8064,0.4893,0.8099,0.4839
1028.0,3000.0,111.0,0.8036,0.4974,0.803,0.5039
1029.0,3000.0,110.0,0.8015,0.5044,0.8034,0.5
1030.0,3000.0,110.0,0.7999,0.5084,0.8067,0.4903
1031.0,3000.0,111.0,0.8038,0.4961,0.8073,0.4869
1032.0,3000.0,118.0,0.8028,0.5004,0.8078,0.4867
1033.0,3000.0,111.0,0.7991,0.5114,0.801,0.501
1034.0,3000.0,111.0,0.8023,0.5014,0.79,0.5346
1035.0,3000.0,110.0,0.8025,0.5014,0.8011,0.5049
1036.0,3000.0,110.0,0.8004,0.5074,0.8065,0.4926
1037.0,3000.0,111.0,0.8018,0.5041,0.794,0.5264
1038.0,3000.0,111.0,0.8068,0.488,0.8028,0.5025
1039.0,3000.0,114.0,0.8027,0.5011,0.8067,0.486
1040.0,3000.0,111.0,0.7997,0.5088,0.8035,0.5094
1041.0,3000.0,111.0,0.7992,0.5116,0.802,0.509
1042.0,3000.0,110.0,0.797,0.5178,0.8003,0.5095
1043.0,3000.0,110.0,0.8005,0.5073,0.7995,0.5086
1044.0,3000.0,110.0,0.8044,0.4947,0.7998,0.5227
1045.0,3000.0,110.0,0.8056,0.4921,0.8084,0.4856
1046.0,3000.0,112.0,0.8015,0.504,0.803,0.501
1047.0,3000.0,111.0,0.8003,0.5076,0.8066,0.4898
1048.0,3000.0,112.0,0.8003,0.5079,0.8103,0.4802
1049.0,3000.0,112.0,0.8079,0.4844,0.8031,0.5
1050.0,3000.0,113.0,0.8055,0.4919,0.7929,0.5314
1051.0,3000.0,114.0,0.8038,0.4977,0.803,0.4993
1052.0,3000.0,111.0,0.7985,0.5133,0.7948,0.5224
1053.0,3000.0,111.0,0.8046,0.4949,0.8012,0.5091
1054.0,3000.0,112.0,0.8037,0.4975,0.7974,0.5237
1055.0,3000.0,110.0,0.7964,0.5188,0.8098,0.483
1056.0,3000.0,128.0,0.8033,0.4984,0.806,0.4914
1057.0,3000.0,155.0,0.8034,0.4988,0.8043,0.4957
1058.0,3000.0,154.0,0.8046,0.4942,0.8058,0.5007
1059.0,3000.0,138.0,0.8001,0.5083,0.799,0.518
1060.0,3000.0,130.0,0.8054,0.4923,0.8037,0.5057
1061.0,3000.0,131.0,0.8045,0.4949,0.785,0.5529
1062.0,3000.0,154.0,0.8004,0.5071,0.7964,0.5288
1063.0,3000.0,151.0,0.8046,0.496,0.809,0.4862
1064.0,3000.0,157.0,0.801,0.5054,0.803,0.5027
1065.0,3000.0,162.0,0.8025,0.5015,0.8059,0.4957
1066.0,3000.0,159.0,0.8068,0.4883,0.8011,0.5082
1067.0,3000.0,160.0,0.804,0.4969,0.8031,0.4951
1068.0,3000.0,131.0,0.8037,0.4975,0.8057,0.4958
1069.0,3000.0,122.0,0.8004,0.5071,0.7993,0.5057
1070.0,3000.0,119.0,0.8031,0.5007,0.806,0.4989
1071.0,3000.0,130.0,0.8046,0.4953,0.798,0.5173
1072.0,3000.0,141.0,0.8001,0.509,0.7954,0.5167
1073.0,3000.0,136.0,0.8029,0.4999,0.8039,0.5003
1074.0,3000.0,147.0,0.8006,0.507,0.8022,0.4999
1075.0,3000.0,146.0,0.8004,0.5072,0.8023,0.5064
1076.0,3000.0,136.0,0.8015,0.5037,0.8057,0.4963
1077.0,3000.0,132.0,0.8007,0.507,0.803,0.5005
1078.0,3000.0,128.0,0.8012,0.5053,0.8125,0.476
1079.0,3000.0,125.0,0.8005,0.5069,0.8058,0.4934
1080.0,3000.0,122.0,0.8071,0.4877,0.8032,0.4965
1081.0,3000.0,121.0,0.802,0.5025,0.799,0.5141
1082.0,3000.0,123.0,0.8039,0.497,0.802,0.5051
1083.0,3000.0,125.0,0.8066,0.4896,0.8036,0.5056
1084.0,3000.0,124.0,0.8057,0.4914,0.8064,0.4872
1085.0,3000.0,122.0,0.8035,0.4974,0.8043,0.5036
1086.0,3000.0,123.0,0.8029,0.5002,0.808,0.4892
1087.0,3000.0,125.0,0.8056,0.4926,0.8062,0.4949
1088.0,3000.0,121.0,0.8022,0.5017,0.7956,0.5149
1089.0,3000.0,131.0,0.807,0.4879,0.8046,0.4966
1090.0,3000.0,129.0,0.801,0.5055,0.8045,0.4951
1091.0,3000.0,122.0,0.8039,0.497,0.8034,0.4977
1092.0,3000.0,124.0,0.803,0.4993,0.8022,0.5119
1093.0,3000.0,129.0,0.8079,0.4842,0.7999,0.5124
1094.0,3000.0,125.0,0.8004,0.5076,0.8021,0.503
1095.0,3000.0,124.0,0.7991,0.5107,0.8001,0.5172
1096.0,3000.0,126.0,0.8,0.5084,0.8041,0.4985
1097.0,3000.0,127.0,0.8091,0.4818,0.8016,0.5058
1098.0,3000.0,126.0,0.8029,0.5002,0.804,0.5031
1099.0,3000.0,122.0,0.8013,0.5054,0.8041,0.4954
1100.0,3000.0,124.0,0.802,0.5027,0.8063,0.5011
1101.0,3000.0,123.0,0.8029,0.4998,0.8043,0.497
1102.0,3000.0,132.0,0.8043,0.4964,0.8054,0.4966
1103.0,3000.0,116.0,0.8032,0.5001,0.8074,0.4843
1104.0,3000.0,114.0,0.8053,0.4927,0.8047,0.5015
1105.0,3000.0,116.0,0.8005,0.5075,0.8063,0.4958
1106.0,3000.0,117.0,0.8022,0.5027,0.8018,0.505
1107.0,3000.0,118.0,0.8004,0.5076,0.8017,0.5081
1108.0,3000.0,115.0,0.8037,0.4975,0.8031,0.5031
1109.0,3000.0,115.0,0.8048,0.4941,0.8111,0.4772
1110.0,3000.0,116.0,0.7995,0.509,0.8065,0.4919
1111.0,3000.0,114.0,0.8031,0.4988,0.8058,0.494
1112.0,3000.0,120.0,0.8035,0.4978,0.809,0.4917
1113.0,3000.0,114.0,0.8048,0.4946,0.8035,0.5056
1114.0,3000.0,116.0,0.8018,0.5036,0.8024,0.4983
1115.0,3000.0,116.0,0.8034,0.498,0.8077,0.4851
1116.0,3000.0,115.0,0.8018,0.504,0.8046,0.5026
1117.0,3000.0,115.0,0.8028,0.5004,0.8014,0.5067
1118.0,3000.0,119.0,0.806,0.491,0.8067,0.4929
1119.0,3000.0,114.0,0.8029,0.4995,0.8019,0.5047
1120.0,3000.0,115.0,0.8066,0.4893,0.8054,0.4932
1121.0,3000.0,119.0,0.8011,0.5051,0.8061,0.4893
1122.0,3000.0,122.0,0.8018,0.5026,0.8043,0.4976
1123.0,3000.0,149.0,0.8057,0.4921,0.8084,0.4896
1124.0,3000.0,131.0,0.8026,0.5006,0.8086,0.4854
1125.0,3000.0,144.0,0.8058,0.4914,0.8014,0.5059
1126.0,3000.0,148.0,0.8112,0.4758,0.8088,0.486
1127.0,3000.0,145.0,0.8049,0.494,0.8082,0.4873
1128.0,3000.0,122.0,0.7994,0.5096,0.8049,0.5032
1129.0,3000.0,115.0,0.8033,0.499,0.808,0.4829
1130.0,3000.0,113.0,0.8013,0.505,0.8043,0.4996
1131.0,3000.0,127.0,0.8038,0.4968,0.7998,0.5106
1132.0,3000.0,125.0,0.8039,0.4976,0.8064,0.493
1133.0,3000.0,120.0,0.8033,0.4984,0.8095,0.4858
1134.0,3000.0,120.0,0.8028,0.5007,0.8029,0.4992
1135.0,3000.0,131.0,0.8083,0.4841,0.8142,0.4694
1136.0,3000.0,121.0,0.8013,0.5051,0.8075,0.4864
1137.0,3000.0,116.0,0.8016,0.5047,0.805,0.5064
1138.0,3000.0,113.0,0.7999,0.5084,0.809,0.4804
1139.0,3000.0,113.0,0.805,0.4927,0.8018,0.509
1140.0,3000.0,114.0,0.8043,0.4964,0.8088,0.4884
1141.0,3000.0,114.0,0.8035,0.4976,0.8038,0.4994
1142.0,3000.0,114.0,0.8005,0.5069,0.8008,0.5107
1143.0,3000.0,112.0,0.8065,0.4897,0.8041,0.5058
1144.0,3000.0,112.0,0.8079,0.4845,0.7931,0.5299
1145.0,3000.0,114.0,0.805,0.4936,0.8015,0.5044
1146.0,3000.0,113.0,0.805,0.4934,0.7976,0.5191
1147.0,3000.0,111.0,0.8042,0.4964,0.7964,0.5121
1148.0,3000.0,114.0,0.8053,0.4925,0.8143,0.4693
1149.0,3000.0,111.0,0.8051,0.493,0.8061,0.4937
1150.0,3000.0,113.0,0.8068,0.4891,0.8081,0.4853
1151.0,3000.0,113.0,0.804,0.4972,0.7914,0.5344
1152.0,3000.0,113.0,0.8085,0.4834,0.8036,0.5016
1153.0,3000.0,112.0,0.8031,0.499,0.7993,0.5165
1154.0,3000.0,112.0,0.8066,0.4891,0.8048,0.4973
1155.0,3000.0,111.0,0.8005,0.5076,0.803,0.505
1156.0,3000.0,120.0,0.8053,0.4923,0.8015,0.505
1157.0,3000.0,112.0,0.8052,0.4928,0.8028,0.5003
1158.0,3000.0,112.0,0.8062,0.4895,0.8031,0.5002
1159.0,3000.0,112.0,0.8018,0.5031,0.8055,0.4965
1160.0,3000.0,112.0,0.805,0.4928,0.7956,0.5203
1161.0,3000.0,112.0,0.8047,0.4945,0.8039,0.4992
1162.0,3000.0,111.0,0.8045,0.4953,0.8032,0.4972
1163.0,3000.0,112.0,0.8073,0.4867,0.8022,0.5036
1164.0,3000.0,112.0,0.81,0.4792,0.8063,0.4938
1165.0,3000.0,116.0,0.8082,0.4833,0.8077,0.4845
1166.0,3000.0,118.0,0.8069,0.488,0.8068,0.4904
1167.0,3000.0,123.0,0.8044,0.4958,0.7999,0.5103
1168.0,3000.0,128.0,0.8047,0.4945,0.8109,0.4785
1169.0,3000.0,123.0,0.8037,0.497,0.8034,0.4966
1170.0,3000.0,113.0,0.8016,0.5044,0.8053,0.4938
1171.0,3000.0,114.0,0.7989,0.5109,0.8013,0.5085
1172.0,3000.0,111.0,0.8059,0.4909,0.8056,0.4929
1173.0,3000.0,111.0,0.8021,0.5029,0.806,0.4936
1174.0,3000.0,112.0,0.801,0.5044,0.808,0.4884
1175.0,3000.0,112.0,0.8023,0.501,0.8073,0.4911
1176.0,3000.0,113.0,0.804,0.4961,0.8041,0.4951
1177.0,3000.0,115.0,0.8054,0.4925,0.7998,0.5174
1178.0,3000.0,112.0,0.8066,0.4901,0.805,0.4945
1179.0,3000.0,113.0,0.8062,0.4901,0.8095,0.4786
1180.0,3000.0,112.0,0.8044,0.4959,0.8022,0.5053
1181.0,3000.0,110.0,0.8041,0.4961,0.8072,0.488
1182.0,3000.0,112.0,0.8056,0.4916,0.8061,0.4915
1183.0,3000.0,111.0,0.8023,0.5013,0.8012,0.5042
1184.0,3000.0,111.0,0.805,0.4931,0.8073,0.4874
1185.0,3000.0,111.0,0.8022,0.5017,0.8055,0.4926
1186.0,3000.0,113.0,0.805,0.494,0.8045,0.5041
1187.0,3000.0,111.0,0.8042,0.4959,0.8092,0.4814
1188.0,3000.0,112.0,0.8072,0.4874,0.809,0.4829
1189.0,3000.0,112.0,0.8034,0.4985,0.8034,0.5036
1190.0,3000.0,112.0,0.8081,0.4846,0.805,0.4896
1191.0,3000.0,113.0,0.804,0.4964,0.8057,0.4932
1192.0,3000.0,116.0,0.8048,0.4941,0.805,0.4934
1193.0,3000.0,112.0,0.8074,0.4869,0.8096,0.48
1194.0,3000.0,110.0,0.8077,0.4863,0.8062,0.496
1195.0,3000.0,112.0,0.8064,0.4891,0.8015,0.5094
1196.0,3000.0,112.0,0.8067,0.4882,0.8052,0.4935
1197.0,3000.0,112.0,0.8084,0.4839,0.8041,0.4972
1198.0,3000.0,115.0,0.808,0.484,0.8008,0.5132
1199.0,3000.0,112.0,0.8042,0.4961,0.8027,0.4992
1200.0,3000.0,112.0,0.8075,0.4864,0.8096,0.4848
1201.0,3000.0,111.0,0.8026,0.5008,0.8101,0.4808
1202.0,3000.0,111.0,0.8051,0.4934,0.8071,0.4871
1203.0,3000.0,111.0,0.8007,0.5068,0.8017,0.5087
1204.0,3000.0,110.0,0.8058,0.4904,0.8089,0.4856
1205.0,3000.0,111.0,0.8049,0.4944,0.7983,0.5185
1206.0,3000.0,112.0,0.8019,0.5036,0.7979,0.5116
1207.0,3000.0,114.0,0.8042,0.4959,0.807,0.4898
1208.0,3000.0,112.0,0.8042,0.4958,0.8022,0.5016
1209.0,3000.0,112.0,0.8015,0.5038,0.8078,0.4886
1210.0,3000.0,112.0,0.8045,0.4948,0.8035,0.5074
1211.0,3000.0,111.0,0.8025,0.5003,0.8003,0.5118
1212.0,3000.0,111.0,0.8075,0.4861,0.8031,0.5005
1213.0,3000.0,111.0,0.8077,0.4856,0.8043,0.494
1214.0,3000.0,114.0,0.8073,0.4869,0.8102,0.4803
1215.0,3000.0,113.0,0.8062,0.4905,0.8116,0.4729
1216.0,3000.0,113.0,0.806,0.4899,0.8052,0.5017
1217.0,3000.0,112.0,0.8049,0.4933,0.7887,0.5372
1218.0,3000.0,111.0,0.8055,0.4919,0.8087,0.4916
1219.0,3000.0,112.0,0.8051,0.493,0.8098,0.4845
1220.0,3000.0,113.0,0.8066,0.4886,0.8031,0.5086
1221.0,3000.0,112.0,0.8088,0.4826,0.7966,0.5219
1222.0,3000.0,111.0,0.8004,0.5075,0.8157,0.4723
1223.0,3000.0,111.0,0.8069,0.4878,0.8102,0.4827
1224.0,3000.0,110.0,0.8078,0.4852,0.8057,0.4897
1225.0,3000.0,113.0,0.8067,0.489,0.8067,0.4917
1226.0,3000.0,113.0,0.8024,0.5021,0.8026,0.4979
1227.0,3000.0,110.0,0.8034,0.4985,0.8123,0.4751
1228.0,3000.0,110.0,0.804,0.4958,0.7989,0.5134
1229.0,3000.0,111.0,0.8041,0.4969,0.8042,0.4958
1230.0,3000.0,114.0,0.8054,0.4924,0.8063,0.4948
1231.0,3000.0,114.0,0.8086,0.4826,0.8053,0.5002
1232.0,3000.0,115.0,0.8039,0.497,0.7999,0.5036
1233.0,3000.0,116.0,0.8055,0.4929,0.8094,0.4826
1234.0,3000.0,112.0,0.8041,0.496,0.806,0.5001
1235.0,3000.0,117.0,0.8086,0.4832,0.8069,0.4939
1236.0,3000.0,113.0,0.8047,0.4936,0.8031,0.5029
1237.0,3000.0,114.0,0.8029,0.5,0.8039,0.4961
1238.0,3000.0,113.0,0.8074,0.4864,0.8028,0.5056
1239.0,3000.0,112.0,0.8081,0.4842,0.8065,0.491
1240.0,3000.0,111.0,0.8085,0.4828,0.7992,0.5125
1241.0,3000.0,112.0,0.807,0.4881,0.8016,0.504
1242.0,3000.0,111.0,0.8039,0.4968,0.8015,0.51
1243.0,3000.0,112.0,0.8058,0.4913,0.8081,0.4827
1244.0,3000.0,114.0,0.8049,0.4942,0.7951,0.5262
1245.0,3000.0,112.0,0.8054,0.4925,0.8046,0.4969
1246.0,3000.0,114.0,0.8053,0.4931,0.8039,0.5016
1247.0,3000.0,111.0,0.8043,0.4961,0.804,0.499
1248.0,3000.0,111.0,0.8084,0.4835,0.8063,0.4915
1249.0,3000.0,112.0,0.803,0.4988,0.8051,0.4959
1250.0,3000.0,113.0,0.808,0.4854,0.8117,0.4782
1251.0,3000.0,111.0,0.8082,0.484,0.8017,0.4981
1252.0,3000.0,111.0,0.8016,0.5034,0.8062,0.4911
1253.0,3000.0,113.0,0.8047,0.4943,0.8051,0.4907
1254.0,3000.0,112.0,0.8046,0.4949,0.8119,0.473
1255.0,3000.0,113.0,0.806,0.4919,0.8058,0.4906
1256.0,3000.0,112.0,0.8082,0.4848,0.8002,0.5083
1257.0,3000.0,112.0,0.8072,0.4873,0.8072,0.4883
1258.0,3000.0,113.0,0.8034,0.499,0.8103,0.478
1259.0,3000.0,111.0,0.8037,0.4973,0.8063,0.4868
1260.0,3000.0,110.0,0.8047,0.4945,0.8106,0.4844
1261.0,3000.0,111.0,0.8059,0.4907,0.8043,0.4993
1262.0,3000.0,150.0,0.8028,0.4993,0.8054,0.497
1263.0,3000.0,159.0,0.8023,0.5019,0.8052,0.4956
1264.0,3000.0,135.0,0.8042,0.4951,0.8078,0.4894
1265.0,3000.0,122.0,0.8075,0.4865,0.8108,0.4823
1266.0,3000.0,120.0,0.8092,0.4813,0.7901,0.5426
1267.0,3000.0,118.0,0.8056,0.4912,0.7977,0.5176
