4557,31,78,270,3,1,52,0,1,1,0,0,0,0,0,2,1,1,2,0
199,3617,3,2,0,97,157,584,0,0,2,0,311,0,0,0,0,4,24,0
85,1,4416,318,95,1,26,0,0,26,1,0,0,0,26,5,0,0,0,0
26,2,116,4613,208,0,15,0,0,9,0,0,0,0,6,5,0,0,0,0
154,0,738,919,3007,0,3,0,1,64,12,0,0,0,82,20,0,0,0,0
90,111,0,0,0,3399,134,1266,0,0,0,0,0,0,0,0,0,0,0,0
111,48,34,0,0,275,4443,77,0,0,0,0,7,0,0,0,1,4,0,0
0,362,0,0,0,1384,61,3192,0,0,0,0,1,0,0,0,0,0,0,0
0,0,2,2,0,0,0,0,4026,316,50,7,0,103,91,10,30,2,3,358
4,0,155,73,44,0,0,0,663,2985,125,0,0,159,535,50,10,0,0,197
6,0,8,3,1,0,0,0,305,164,1730,2,0,1360,619,431,22,0,1,348
0,0,0,0,0,0,0,0,20,0,0,3859,0,406,235,46,338,3,0,93
3,223,10,0,0,0,154,14,0,0,0,0,4411,0,0,0,0,8,177,0
5,0,5,1,0,0,0,0,178,66,905,442,0,2018,548,284,51,2,0,495
1,0,32,55,35,0,0,0,95,237,416,62,0,376,3115,415,7,0,0,154
0,0,7,21,0,0,0,0,28,17,357,57,0,304,383,3665,118,2,1,40
0,0,0,1,0,0,0,0,7,1,5,174,0,58,20,93,4611,11,0,19
60,11,2,0,1,0,19,0,21,0,5,1,18,1,18,5,2,4319,517,0
98,39,17,2,0,0,51,0,45,2,3,0,298,0,0,3,0,1284,3158,0
0,0,0,0,0,0,0,0,796,262,214,91,0,578,447,62,40,1,0,2509
