4989,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4734,0,0,0,7,1,63,0,0,0,0,194,0,0,0,0,0,0,0
0,0,4990,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,4956,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,247,23,4620,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,3,0,0,0,4196,6,795,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,4998,1,0,0,0,0,0,0,0,0,0,0,0,0
0,41,0,0,0,917,1,4041,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4973,27,0,0,0,0,0,0,0,0,0,0
0,0,10,0,0,0,0,0,150,4812,0,0,0,0,5,0,0,0,0,23
0,0,0,0,0,0,0,0,0,0,3708,0,0,1252,40,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4591,0,396,13,0,0,0,0,0
0,61,0,0,0,0,2,0,0,0,0,0,4937,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2011,506,0,2438,45,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,158,35,0,113,4690,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4999,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4996,0
0,0,0,0,0,0,0,0,12,1,4,0,0,12,0,0,0,0,0,4971
