4966,3,2,25,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
21,4509,0,0,0,13,10,184,0,0,0,0,253,0,0,0,0,1,9,0
29,0,4765,126,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,24,4896,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119,0,444,163,4257,0,0,0,0,10,2,0,0,0,4,1,0,0,0,0
0,4,0,0,0,4079,30,887,0,0,0,0,0,0,0,0,0,0,0,0
13,4,0,0,0,15,4956,10,0,0,0,0,1,0,0,0,0,1,0,0
0,208,0,0,0,882,15,3895,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4528,169,50,1,0,26,10,1,3,1,1,210
0,0,11,4,4,0,0,0,373,4056,89,0,0,29,212,8,1,0,0,213
0,0,0,1,0,0,0,0,42,86,3422,0,0,945,168,173,5,1,0,157
0,0,0,0,0,0,0,0,0,0,0,4354,0,460,44,11,35,1,0,95
0,72,0,0,0,0,9,0,0,0,0,0,4881,0,0,0,0,0,38,0
0,0,0,0,1,0,0,0,33,55,2020,435,0,1822,148,137,10,0,1,338
0,0,0,4,6,0,0,0,17,124,494,53,0,210,3726,218,1,1,0,146
0,0,0,2,0,0,0,0,2,3,109,6,0,62,116,4666,20,0,0,14
0,0,0,0,0,0,0,0,0,0,1,49,0,7,1,8,4934,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4779,219,0
0,2,0,0,0,0,2,0,0,0,0,0,21,0,0,0,0,274,4701,0
0,0,0,0,0,0,0,0,427,140,184,45,0,282,88,9,0,0,0,3825
